band,bandLabel,reclabel
Q2561099,Late Night Alumni,Q2685641
Q1138029,Coven,Q165745
Q1137806,Salsoul Orchestra,Q2327062
Q1137304,En Vogue,Q2183149
Q1137304,En Vogue,Q2576206
Q3989896,The Volebeats,Q885233
Q5174333,Cosmologic,Q1143936
Q5174103,Cosmic Slop Shop,Q2338889
Q3989533,The Suicide File,Q673104
Q3990863,Three Fish,Q216364
Q3990892,Thrones,Q1741329
Q3989691,Treacherous Three,Q3503043
Q3989533,The Suicide File,Q4037112
Q3989777,The Undead,Q1750746
Q3990499,This Is Hell,Q2154708
Q5172625,Corpus Christi,Q1636558
Q5176538,Council of the Fallen,Q838544
Q5176538,Council of the Fallen,Q1548644
Q3976166,Strunz & Farah,Q3954932
Q3976550,Subterranean Masquerade,Q2413622
Q3982563,Teenage Bottlerocket,Q605388
Q3982563,Teenage Bottlerocket,Q2154708
Q3985799,The Baseball Project,Q8052513
Q3980821,Tangier,Q585643
Q3978000,Supernova,Q474627
Q3977107,Sunstorm,Q1470264
Q3985668,The Anniversary,Q669127
Q3978091,Supreeme,Q750315
Q3981112,Tarentel,Q1327710
Q4797207,Art in Manila,Q1758109
Q4802869,As Fast As,Q277626
Q4803686,Asbestosdeath,Q7247899
Q4801012,Artifacts,Q3639792
Q4796605,Arsonists,Q1327994
Q4797193,Art for Starters,Q3503967
Q4796605,Arsonists,Q5464999
Q4797745,Arthur & Yu,Q827077
Q4800919,Articles of Faith,Q438628
Q4794867,ArnoCorps,Q438628
Q4801246,Artist vs. Poet,Q1399294
Q4797588,Artful Dodger,Q183387
Q3987142,The Freeze,Q17081596
Q3986134,The Buckaroos,Q193023
Q3986577,The Del Fuegos,Q843402
Q3986489,The Cute Lepers,Q2905559
Q3986127,The Brood,Q3922628
Q3986620,The Dicks,Q438628
Q3986620,The Dicks,Q639182
Q3987186,The Gates of Slumber,Q549624
Q3986249,The Chesterfield Kings,Q7639629
Q3986488,The Czars,Q815776
Q3986015,The Blank Theory,Q4887811
Q2534812,VOTA,Q3146765
Q2536362,My Ruin,Q748710
Q2550107,Bane,Q264980
Q2550127,Was (Not Was),Q729590
Q2550127,Was (Not Was),Q1088453
Q2550127,Was (Not Was),Q3100754
Q2538613,The Waco Brothers,Q885233
Q2537857,The Mar-Keys,Q202440
Q2537857,The Mar-Keys,Q1546001
Q7578444,Splender,Q121698
Q7578295,Spitfire,Q305378
Q7581889,Squad Five-O,Q193023
Q7581889,Squad Five-O,Q2297042
Q7581889,Squad Five-O,Q4996780
Q7595746,Stabilizers,Q183387
Q7579211,Spore,Q1758003
Q7578646,Split Lip Rayfield,Q885233
Q7578271,Spitalfield,Q1636558
Q7578645,Split Lip,Q5288377
Q7581330,Sprites,Q3016370
Q7578283,Spitboy,Q1280145
Q7579066,Spontania,Q1365614
Q7578447,Splendid,Q3285033
Q7577748,Spiral Starecase,Q183387
Q7580013,Sporty Thievz,Q7377914
Q3714804,Downthesun,Q18628
Q3714849,Dr. Know,Q3869170
Q3709201,Dirty Looks,Q202440
Q3732569,Error,Q726153
Q3714960,Drag the River,Q7632339
Q3724078,Embodyment,Q305378
Q3738519,Faktion,Q18628
Q3723789,Elysia,Q675208
Q3736269,Eyedea & Abilities,Q1634794
Q3736467,F-Minus,Q438628
Q3736467,F-Minus,Q1239845
Q3719134,Edie Brickell & New Bohemians,Q212699
Q2575275,Les Savy Fav,Q2068991
Q2586497,With Blood Comes Cleansing,Q4927762
Q2563698,Sir Lord Baltimore,Q165745
Q2576593,Will to Power,Q216364
Q2594029,Daylight Dies,Q657558
Q2564875,Western Addiction,Q605388
Q2576798,Superchunk,Q1921640
Q2567260,The Whooliganz,Q1644016
Q2580309,Eyes Adrift,Q7577360
Q2597302,X Clan,Q190585
Q2597302,X Clan,Q4639153
Q2521123,Echobrain,Q7646074
Q2524156,Viking,Q756320
Q2517106,Vermont,Q1741782
Q2529057,The Pierces,Q155152
Q2520501,To My Surprise,Q18628
Q2512236,Vektor,Q838544
Q2533204,Street Sweeper Social Club,Q216364
Q2513752,This Bike Is a Pipe Bomb,Q7200857
Q2527845,Funky 4 + 1,Q5378995
Q6411351,King Conquer,Q1390427
Q6412138,King Wilkie,Q2164531
Q6423159,Know Hope Collective,Q15401689
Q6773119,Mars Electric,Q202440
Q6773140,Mars Ill,Q6144306
Q6431641,Korea Girl,Q1631774
Q6421420,Klover,Q165745
Q6416936,Kiss It Goodbye,Q1759336
Q6418176,Kites with Lights,Q4631859
Q6428332,Komiko,Q7388645
Q6429225,Kongos,Q216364
Q6429477,Konk,Q4646308
Q6421559,Klymaxx,Q402226
Q6433087,Kosher,Q797236
Q7728085,The Crimson Armada,Q262530
Q7728287,The Crusaders,Q2630076
Q7727960,The Crash Motive,Q1473565
Q7727847,The Court & Spark,Q4669861
Q7728078,The Criminals,Q7302378
Q7727988,The Creamers,Q2737528
Q7728368,The Cucumbers,Q3922628
Q7727812,The Counts,Q1251139
Q7728310,The Cryan' Shames,Q183387
Q7728198,The Crosswalk,Q387539
Q7728230,The Crownhate Ruin,Q1228431
Q7727818,The County Medical Examiners,Q657558
Q7727573,The Cooters,Q7247899
Q7728101,The Crinn,Q158886
Q7728264,The Crucifucks,Q438628
Q7727593,The Copyrights,Q7304995
Q7637758,Summit,Q1071680
Q7635330,Suicide City,Q2413622
Q7639296,Sunday's Best,Q996818
Q7636817,Sultans,Q3506412
Q7635856,Sukia,Q1744506
Q7632349,Suburban Lawns,Q2265719
Q7634276,Sue Saad and the Next,Q843402
Q7635052,Sugartooth,Q2311775
Q7632353,Suburban Legends,Q7354646
Q7596957,Stagnant Pools,Q996818
Q7638113,Sun-60,Q216364
Q7634673,SugaRush Beat Company,Q202585
Q7633614,"Suddenly, Tammy!",Q843402
Q7633113,Suckers,Q2068991
Q7632767,Such Gold,Q7299616
Q7632505,Subzero,Q7617235
Q2003506,Ozark Mountain Daredevils,Q277626
Q2003617,T.S.O.L.,Q438628
Q2003617,T.S.O.L.,Q3909384
Q2002604,Spinnerette,Q165711
Q2002604,Spinnerette,Q3493638
Q2002415,Airplay,Q202585
Q2004533,The Blasters,Q2606741
Q2004743,Alabama Thunderpussy,Q657558
Q2004743,Alabama Thunderpussy,Q2289028
Q2029514,Oregon,Q311439
Q2029514,Oregon,Q585626
Q2029514,Oregon,Q1022791
Q2029514,Oregon,Q2034661
Q2028644,Orchestra U.S.A.,Q183387
Q7655689,Sweethead,Q2413622
Q7659553,Sybris,Q5457215
Q7670236,THEESatisfaction,Q778673
Q7659051,Switch,Q202585
Q7670185,TGT,Q202440
Q7658814,Swirlies,Q1758003
Q7655572,Sweet Water,Q202440
Q7667847,T-Ride,Q387539
Q7669294,TAMI Show,Q1088453
Q7723277,The Clark Sisters,Q7564764
Q7655559,Sweet Trip,Q3016370
Q7723287,The Class of 98,Q7751417
Q7670228,THC,Q5447497
Q7723275,The Clark Family Experience,Q3699593
Q7661682,Symphony in Peril,Q2669433
Q4818552,Attitudes,Q2663658
Q4812581,At the Throne of Judgment,Q2154708
Q4818088,Attaloss,Q7354646
Q4819247,The Essex Green,Q1741782
Q4815865,Ativin,Q1759608
Q4819835,Audio Karate,Q537118
Q4817224,Atom Smash,Q27184
Q4819834,Audio Learning Center,Q669127
Q4811890,Asunder,Q7248324
Q4818375,Attila,Q216364
Q4812286,At All Cost,Q158867
Q4811340,Astral Project,Q2476036
Q4817234,Atombombpocketknife,Q1131655
Q2598980,Trauma,Q1406986
Q2600029,Yellow Ostrich,Q809177
Q1986034,Stuff,Q277626
Q1990153,Bardo Pond,Q1327994
Q1990153,Bardo Pond,Q21593048
Q2598316,Balmorhea,Q7988422
Q1984612,Hater,Q277626
Q2599511,Burn Halo,Q1273666
Q1986472,The Dismemberment Plan,Q7140619
Q2597483,XLooking Forwardx,Q2669433
Q2597483,XLooking Forwardx,Q4927762
Q1138286,Otep,Q183412
Q1138286,Otep,Q193023
Q1138286,Otep,Q1636558
Q1138220,Harlem Hamfats,Q557632
Q1138974,Whitechapel,Q756320
Q5641610,Half-handed Cloud,Q1772450
Q5644760,"Hamilton, Joe Frank & Reynolds",Q3716272
Q5639170,Hail,Q2135791
Q5646204,Hampton Grease Band,Q183387
Q5648324,Hank Flamingo,Q1402435
Q5641966,Halfway to Gone,Q7542915
Q5639856,Haji's Kitchen,Q1406986
Q5638656,Hagfish,Q5989365
Q5639490,Hair Police,Q7846500
Q5645719,Hammers of Misfortune,Q7852732
Q5642883,Hallelujah the Hills,Q6875922
Q5647562,Hands,Q1741329
Q5636664,Habeas Corpus,Q3869170
Q5636424,Ha Ha Tonka,Q885233
Q5641968,Halfway to Hazard,Q4043197
Q5648072,Hangnail,Q4835417
Q1993091,Mustard Plug,Q942820
Q2001971,Shelter,Q264980
Q2000558,The Delfonics,Q4883239
Q2000558,The Delfonics,Q7185985
Q1993419,Medicine,Q1139341
Q1995280,Nodes of Ranvier,Q2669433
Q2001322,Sing It Loud,Q726153
Q1992204,Birdsongs of the Mesozoic,Q1143936
Q1992204,Birdsongs of the Mesozoic,Q4673036
Q7084980,Old Skull,Q3933535
Q7091794,Once Nothing,Q305378
Q7083855,Old Dogs,Q202440
Q7085228,Old Time Relijun,Q3080929
Q7088939,Olympia Brass Band,Q6758657
Q7083804,Old Crow Medicine Show,Q128280
Q7083804,Old Crow Medicine Show,Q183387
Q7083804,Old Crow Medicine Show,Q1029135
Q7090880,On,Q216364
Q7090817,On!Air!Library!,Q4788909
Q7092491,One Block Radius,Q4827811
Q7084456,Old Man Markley,Q605388
Q7087250,Olivelawn,Q5689600
Q7092465,One Bad Pig,Q10334176
Q3698727,Crown of Thorns,Q1470264
Q3701427,Danava,Q6386809
Q3701318,Damnation A.D.,Q1115142
Q3698807,Cry Wolf,Q3001888
Q3698812,Cry of Love,Q183387
Q3702899,Das Damen,Q3047114
Q3700149,D'Molls,Q202440
Q3701328,Damon and Naomi,Q385558
Q3701328,Damon and Naomi,Q1254522
Q3706327,The Devotchkas,Q3925631
Q3700295,Sea Hags,Q1088453
Q3700210,D.I.,Q3998977
Q5055121,Caviar,Q190585
Q5066834,Chagall Guevara,Q2338889
Q5056405,Cecilia,Q202440
Q5057626,Celebration,Q238095
Q5055179,Cavity,Q2718029
Q5065547,Cesium_137,Q2333358
Q5062767,Centro-Matic,Q5989365
Q5066305,Chad Mitchell Trio,Q2984481
Q5067734,Chai-Town,Q4655720
Q5064169,Ceremony,Q657558
Q5064169,Ceremony,Q1327994
Q5064169,Ceremony,Q4037112
Q5054981,Cavedogs,Q1123266
Q5058215,Cella Dwellas,Q528124
Q6816342,Menace Clan,Q1971223
Q6819521,Merit,Q4827257
Q6816343,Menace Dement,Q7921572
Q6816286,Men of Porn,Q2289028
Q6816243,Men at Large,Q2576206
Q6404496,Kid Icarus,Q7637673
Q6405079,Kidz Bop,Q7299616
Q6410655,Kindred the Family Soul,Q11330125
Q6404713,Kiddo,Q277626
Q6410514,Kind of Like Spitting,Q5176725
Q6406861,Kilgore,Q843402
Q6407142,Kill Switch...Klick,Q1397901
Q6401853,Khlyst,Q2718029
Q6406275,Kiki and Herb,Q1951424
Q6410807,Kinetics & One Love,Q21077
Q7487957,Shane & Shane,Q3146765
Q7490697,Shattered Faith,Q3909384
Q7487957,Shane & Shane,Q7193701
Q7493873,Shellshag,Q5292678
Q4928999,Blue County,Q3699593
Q5053152,Catholic Discipline,Q2606741
Q4929396,Blue Magic,Q202440
Q4929396,Blue Magic,Q585643
Q4930409,Blueprint 76,Q16847186
Q4929419,Blue Meanies,Q1631774
Q4929419,Blue Meanies,Q3524083
Q4928846,Blue Ash,Q165745
Q4929510,Blue Mountain Eagle,Q585643
Q4930549,Bluesiana Triangle,Q933025
Q4929425,Blue Merle,Q190585
Q5054885,Cave,Q1254522
Q5054981,Cavedogs,Q193023
Q7138401,Parker and Lily,Q7099701
Q7137608,Park Ave.,Q1758109
Q7140902,Party Fun Action Committee,Q1182699
Q7137171,"Paris, Texas",Q996818
Q7136793,Parenthetical Girls,Q7540071
Q7136992,Paria,Q2905412
Q7157534,Peace of Mind,Q4835417
Q7152711,Paul Newman,Q3997413
Q7137211,Paris By Air,Q183387
Q7156620,Pay the Girl,Q2283665
Q7158148,Pearl River,Q1392321
Q7139162,Parmalee,Q4973330
Q3784042,Heavy Bones,Q645889
Q3783026,Hangar 18,Q1182699
Q3784462,Heiruspecs,Q7299616
Q3762041,Dream Street,Q202440
Q3773375,The Good Rats,Q843402
Q3773375,The Good Rats,Q1728690
Q3772717,godheadSilo,Q1741329
Q3758591,Gas Huffer,Q726153
Q3758591,Gas Huffer,Q778673
Q3784035,Heaven's Edge,Q183387
Q3784846,Earthsuit,Q2504576
Q5187552,Cromagnon,Q1275949
Q5190621,Cryptacize,Q1772450
Q5187904,Crooklyn Dodgers,Q2338889
Q5190166,Crusaders for Real Hip-Hop,Q3922628
Q5190044,Crumbächer,Q4973454
Q5187831,Crooked Lettaz,Q7162175
Q5189775,Crucial Conflict,Q38903
Q5189743,Cru,Q654283
Q5186556,Criteria,Q1758109
Q5188645,Crossin Dixon,Q4973330
Q5190247,Crust,Q3997413
Q5189241,Crowfoot,Q1465812
Q5189880,Cruel Hand,Q942820
Q5186639,Critical Mass,Q17110937
Q5188245,Cross Canadian Ragweed,Q7502950
Q1137218,The Country Gentlemen,Q1435522
Q1135391,Corrosion of Conformity,Q852900
Q1135391,Corrosion of Conformity,Q1347984
Q1136428,Benedictum,Q1470264
Q1137304,En Vogue,Q202440
Q1137304,En Vogue,Q726251
Q7079012,Off with Their Heads,Q726153
Q7083588,Old Canes,Q17066445
Q7075200,Oblivion,Q6215532
Q7074234,Oaktown's 3.5.7,Q193023
Q7079915,Ogden Edsl,Q627091
Q7077558,Oddzar,Q5204651
Q7080526,Oh No Not Stereo,Q7678078
Q6819587,Meriwether,Q3978140
Q7077002,October Project,Q216364
Q7080374,"Oh, Manhattan",Q3150119
Q7075506,Obsession,Q6794041
Q7076752,Octant,Q7897996
Q7074150,Oakley Hall,Q1921640
Q7077730,Odetta & Larry,Q1308364
Q7079232,Office of Future Plans,Q1228431
Q5366190,Ellwood,Q605388
Q5363980,Elk City,Q5327355
Q5370839,Zilch,Q1988428
Q5360355,Eli Young Band,Q7502950
Q5364893,Ellen James Society,Q5208253
Q5372008,Emily's Sassy Lime,Q1741329
Q5370138,Embrace Today,Q4037112
Q5365606,Elliott,Q1759336
Q5367660,Elsinore,Q7135978
Q5359859,Elf Power,Q729248
Q5359859,Elf Power,Q4788909
Q5359859,Elf Power,Q7099753
Q5359859,Elf Power,Q7577360
Q5366045,Ellison,Q5037903
Q6267958,Johnny and Jonie Mosby,Q183387
Q6267958,Johnny and Jonie Mosby,Q193023
Q6269958,Jolie & the Wanted,Q1899781
Q6297575,Joyce Manor,Q726153
Q6297575,Joyce Manor,Q1631774
Q6302092,Judah Johnson,Q5457215
Q6275943,Jonzun Crew,Q277626
Q6275943,Jonzun Crew,Q1644016
Q6304669,Judybats,Q165711
Q6270267,Jon & Robin,Q4668110
Q6269893,Jolene,Q165711
Q5884219,Holopaw,Q6875922
Q6280383,Josefus,Q115570
Q6267712,Johnny Socko,Q1631774
Q5885740,Holy Molar,Q7797676
Q5886209,Holy Sons,Q7140619
Q2018562,Old and New Dreams,Q311439
Q2018562,Old and New Dreams,Q880530
Q2023278,Omen,Q756320
Q2023022,Omar & the Howlers,Q183387
Q2023022,Omar & the Howlers,Q195134
Q2017850,Ola Podrida,Q7988422
Q2015438,Off Minor,Q595607
Q2017294,Okkervil River,Q511652
Q2021021,Ollie & Jerry,Q155152
Q3988457,the Nervous Return,Q3206266
Q3989048,Riverdales,Q605388
Q3989048,Riverdales,Q1631774
Q3988300,The Methadones,Q277795
Q3988300,The Methadones,Q1631774
Q3988274,The Meatmen,Q264137
Q3988451,The Nerve Agents,Q1239845
Q3988274,The Meatmen,Q1853623
Q3988410,The Mr. T Experience,Q430070
Q3988945,The Receiving End of Sirens,Q2837175
Q3989489,The Storm,Q231694
Q4636038,38th Parallel,Q7582276
Q5649044,Hanna–McEuen,Q1899781
Q4633367,"2 Puerto Ricans, a Blackman, and a Dominican",Q193023
Q4633378,2 Skinnee J's,Q1984458
Q5651165,Hanson & Davis,Q5503015
Q4597087,20/20,Q2909797
Q4634497,30 Foot Fall,Q1399294
Q4636506,3 Lb. Thrill,Q4352944
Q4636506,3 Lb. Thrill,Q5208253
Q4635194,33Miles,Q3146765
Q5654076,A Bullet for Pretty Boy,Q7299616
Q5652751,Happy Go Licky,Q1228431
Q4631729,24-Carat Black,Q1546001
Q4633180,2NU,Q202440
Q6801128,McFadden & Whitehead,Q31839
Q6803547,Mealticket,Q1631774
Q6800042,McBride & the Ride,Q5494088
Q6807724,Meese,Q202440
Q6815852,Memphis Nighthawks,Q1184501
Q6813503,Melodyguild,Q3922861
Q6801792,McKendree Spring,Q557632
Q6816176,"Men, Women & Children",Q645889
Q6803104,Me in Motion,Q5062741
Q6816097,Men's Recovery Project,Q1741329
Q6807963,Meg & Dia,Q5288377
Q6802637,McQueen Street,Q2511544
Q6801551,McHayes,Q7502950
Q6813414,Melodramus,Q7560991
Q7643060,Superblue,Q885833
Q7655254,Sweet Comfort Band,Q17011736
Q7645911,Surface,Q183387
Q7646634,Surprise package,Q183387
Q7645911,Surface,Q2327062
Q7653356,Swamp Zombies,Q5287325
Q7643141,Supercluster,Q24958458
Q7645055,Supreme Love Gods,Q466649
Q7643256,Superdrag,Q726251
Q7645874,Surf Punks,Q216364
Q7643256,Superdrag,Q4788909
Q7642402,Super Heroines,Q1397901
Q7654227,Sweaty Nipples,Q477213
Q7639843,Sundowner,Q605388
Q7639843,Sundowner,Q1631774
Q7646720,Surrender to the Air,Q726251
Q2015294,Ars Nova (American band),Q202440
Q2015294,Ars Nova (American band),Q726251
Q2012006,Emarosa,Q942820
Q2005607,Red Sparowes,Q7423929
Q2012006,Emarosa,Q2154708
Q2004774,Num Skull,Q1123266
Q2007248,LaRue,Q7317586
Q2014607,Odious Mortem,Q964438
Q2014104,Odd Project,Q3150119
Q2004852,Switchblade Symphony,Q1397901
Q4921386,Black Note,Q183387
Q4922078,Black Twig Pickers,Q448723
Q4921094,Black Joe Lewis & the Honeybears,Q4043197
Q4921530,Black Randy and the Metrosquad,Q3701506
Q4921986,Black Tambourine,Q7542310
Q4922108,Black Violin,Q168407
Q4923112,Blacklist,Q7999173
Q4922164,Black Wine,Q5292678
Q4921500,Black Prairie,Q2386070
Q4922748,Blackburner,Q1397901
Q4921833,Black Sheep,Q193023
Q4921595,Black Riot,Q221896
Q4923054,Blackjack,Q155152
Q4959697,Breakwater,Q664167
Q4967515,Brightblack Morning Light,Q1327994
Q4968163,Brimstone Howl,Q7392521
Q5326517,Earlimart,Q3361558
Q4958395,Brave Saint Saturn,Q301475
Q4959541,Breaking Circus,Q1626081
Q5326633,Early Day Miners,Q1759608
Q4958622,Brazil,Q1399294
Q4967369,Bright,Q4837043
Q4959569,Breaking Pangaea,Q264980
Q4959220,Breadwinner,Q1921640
Q5326688,Early Man,Q1327994
Q4960307,Breekout Krew,Q935090
Q4965932,Brick Mower,Q5292678
Q5087241,Chasen,Q3146765
Q5067950,Chain of Strength,Q1759336
Q5084001,Charles and Taylor,Q15401689
Q5068794,Chalk FarM,Q183387
Q5087308,Chasing Furies,Q2504576
Q5073463,Chapter 8,Q662575
Q5086390,Charm City Devils,Q4038001
Q5070701,Chance,Q4043197
Q5073885,Charalambides,Q1144907
Q5068032,Chainsaw Kittens,Q3285033
Q5087158,Chase Long Beach,Q1636558
Q5088847,Cheap Girls,Q1631774
Q5069575,Chamberlain,Q5288377
Q5068109,Chairmen of the Board,Q9244203
Q5087336,Chasing Victory,Q6901288
Q3790164,I Declare War,Q262530
Q4744667,American Pearl,Q1473565
Q3787689,Hurricane,Q1123266
Q3796815,Imperial,Q3906822
Q3787495,Hugo Largo,Q201607
Q3787495,Hugo Largo,Q4729596
Q3785473,Hidden in Plain View,Q960732
Q4744284,American Juniors,Q27184
Q3796441,Ill Repute,Q3869170
Q4744978,American Sheriff,Q6008072
Q3790045,I Am the Avalanche,Q960732
Q3796789,Imperative Reaction,Q4439915
Q3796789,Imperative Reaction,Q7162509
Q4774705,Antietam,Q1626081
Q4779431,Apex Manor,Q1921640
Q4780273,Apollo,Q43327
Q4779393,Apes & Androids,Q6086091
Q4782173,Apse,Q3328854
Q4779529,Aphasia,Q4034425
Q4779529,Aphasia,Q5206081
Q4771435,Anterrabae,Q2837175
Q4778308,Anything Box,Q216364
Q4778677,Aomusic,Q4787717
Q4784064,Aranda,Q1473565
Q4774764,Antigone Rising,Q202440
Q4774764,Antigone Rising,Q2002177
Q4783857,Araknofobia,Q5614863
Q7093752,Onesidezero,Q5172427
Q7099499,Orange,Q1239845
Q6720398,MYNT,Q2573393
Q7097831,Operator,Q202440
Q6726242,Madam X,Q3177785
Q7093491,One for the Team,Q4690783
Q6726089,Mad at the World,Q5506099
Q6738280,Major Organ and the Adding Machine,Q729248
Q6730886,Magic Wands,Q4791633
Q6731831,Magnog,Q1144907
Q6724548,Mackintosh Braun,Q2964464
Q6736742,Mainstay,Q4835417
Q7095526,Opafire,Q202585
Q6712191,M.I.A.,Q438628
Q7096707,Operation: Cliff Clavin,Q7200857
Q2041891,Out of the Blue,Q885833
Q2044501,Silver Jews,Q1254522
Q2053632,Parlet,Q1046707
Q2052318,Paris,Q193023
Q2055074,Freelance Whales,Q6897006
Q2046246,Pagoda,Q3047114
Q2032479,Rough Cutt,Q843402
Q2055055,Partners in Kryme,Q2511544
Q2037643,Blondfire,Q843402
Q2040923,The Submarines,Q1029135
Q2055093,Parts & Labor,Q511652
Q2056208,Past Lives,Q12718754
Q2058100,Taking Dawn,Q18628
Q2062519,Flaw,Q2482872
Q2062519,Flaw,Q4413456
Q2062519,Flaw,Q25843695
Q2063903,Vio-lence,Q304509
Q2061582,Vertical Horizon,Q50074604
Q2064784,The Movielife,Q960732
Q2064784,The Movielife,Q1759336
Q6800042,McBride & the Ride,Q4043197
Q6798586,Mazinga Phaser,Q5989365
Q6777705,Martyr A.D.,Q675208
Q6783567,Mason Dixon,Q193023
Q6799944,McAlyster,Q4043197
Q6786545,Material Issue,Q165745
Q6791483,"Matthews, Wright & King",Q183387
Q6777145,Martini Ranch,Q165711
Q6786449,Mateo & Matos,Q3815426
Q6785443,Masters V,Q7537934
Q6783610,Mason Proper,Q5302423
Q6783612,Mason Proffit,Q5653065
Q6782895,Mascott,Q6507002
Q6792026,Matuto,Q2172834
Q6798607,Mazizo Musical,Q569244
Q6794483,Max-A-Million,Q7392120
Q5089127,Checkfield,Q1908818
Q7070232,Nurses,Q7423929
Q7063864,Noun,Q5292678
Q5090415,Chemical People,Q5190314
Q7068945,Null Device,Q7036843
Q5092434,Cherry Monroe,Q38903
Q7070052,Nural,Q942820
Q7059768,Northstar,Q2837175
Q7068362,Nudeswirl,Q477213
Q7062356,Nota,Q216364
Q7069544,Number One Gun,Q5460099
Q5092820,Chesapeake,Q2386070
Q5090031,Chelsea,Q557632
Q7064379,Novacaine,Q165745
Q7064783,November Group,Q277626
Q1142009,Crumbsuckers,Q201607
Q1142016,Lit,Q202585
Q1141976,Cruiserweight,Q1399294
Q1141919,Crucifix,Q5172657
Q5855731,Planes Mistaken for Stars,Q3777260
Q5855731,Planes Mistaken for Stars,Q4037112
Q7073183,OXO,Q212699
Q7071755,O'Death,Q5393342
Q5792701,Dream Death,Q549624
Q7072560,OHMphrey,Q3843260
Q5856709,The Myriad,Q5460099
Q5882345,Holly and the Italians,Q5208253
Q7072798,oOoOO,Q59120475
Q7072721,OMG Girlz,Q1153338
Q5768682,Hipster Daddy-O and the Handgrenades,Q770103
Q7070580,Nuttin' But Stringz,Q330629
Q5880901,Holland,Q202440
Q5759789,Highway 101,Q843402
Q5829789,Close to Home,Q262530
Q5608656,Gridlink,Q2718029
Q5622031,Guy & Ralna,Q7293639
Q5607627,Greta,Q165745
Q5618897,Gunmetal Grey,Q3150119
Q5621982,Guv'ner,Q1921640
Q5622744,Guyana Punch Line,Q7238379
Q5610349,Groovie Ghoulies,Q430070
Q5607798,Whiplash,Q18628
Q5610817,Grotus,Q438628
Q5628012,H.U.M.A.N.W.I.N.E.,Q5170023
Q5608959,Grifters,Q778673
Q5608959,Grifters,Q3016370
Q5628018,H.W.A.,Q575026
Q5608175,Grey Holiday,Q5399565
Q4789544,Arghoslent,Q675337
Q4785928,Archer/Park,Q202440
Q3991342,Tilt,Q605388
Q4793838,ArmsBendBack,Q912649
Q6310682,July for Kings,Q2338889
Q6319489,Jypsi,Q1066294
Q6349148,The Jet Age of Tomorrow,Q6349262
Q6313822,Junk Yard Band,Q654283
Q6349289,The Internet,Q183387
Q6349289,The Internet,Q6349262
Q6311945,June,Q126039
Q6311949,June,Q1636558
Q6350650,Kalapana,Q513712
Q6305217,Juicy,Q664167
Q6305217,Juicy,Q56760250
Q6313695,Junius,Q2001931
Q6313695,Junius,Q7752821
Q6311691,Junction 18,Q1399294
Q2030217,ESG,Q578943
Q2030217,ESG,Q4646308
Q2032335,Sidewalk Prophets,Q3743853
Q2032335,Sidewalk Prophets,Q8034303
Q2030965,Tilly and the Wall,Q7691534
Q2030958,The Spinners,Q202440
Q2032001,Warbringer,Q158867
Q2031780,Rasputina,Q183387
Q2031544,Orquesta La Solución de Puerto Rico,Q7357496
Q2030958,The Spinners,Q43327
Q7044068,No Country,Q202585
Q7047679,Noise By Numbers,Q1631774
Q7044332,No Knife,Q5580090
Q7048795,Non-Prophets,Q6537592
Q7047694,Noise Ratchet,Q7751417
Q7048642,Nomo,Q4249451
Q7044668,No One,Q2456091
Q7044947,No Secrets,Q330629
Q7044226,No Good,Q528124
Q7038575,Ninety Pound Wuss,Q2297042
Q7033217,Night Beats,Q375229
Q7044593,No Motiv,Q669127
Q7051298,Norin & Rad,Q551566
Q7050979,Norfolk & Western,Q5949222
Q7333261,Rifle Sport,Q7307345
Q7335284,Rio Nido,Q7304384
Q7439464,Sculptured,Q2413622
Q7323361,Hopewell,Q7694177
Q7335199,Rio Grand,Q3699593
Q7438787,Scrapomatic,Q2093233
Q7321887,Rhythm & Noise,Q2261249
Q7320472,Rhett Walker Band,Q5399565
Q7334974,Rings of Saturn,Q158886
Q7439932,Sea Level,Q1984458
Q7322022,Rhyze,Q1780995
Q7332460,Riddlin' Kids,Q330629
Q7439315,Scrotum Grinder,Q7238379
Q7320591,Rhino 39,Q3701506
Q7439090,Screw 32,Q605388
Q4641481,5th Ward Boyz,Q522618
Q4638136,454 Big Block,Q158867
Q4638921,4Him,Q4890279
Q4641763,615,Q1097131
Q4639072,4 Out of 5 Doctors,Q330629
Q4641509,5uu's,Q1143936
Q4641509,5uu's,Q2135791
Q4639085,4 Runner,Q155152
Q4639085,4 Runner,Q277626
Q4639073,4 P.M.,Q645889
Q4641484,5th Ward Juvenilez,Q1971223
Q4639739,500 Miles to Memphis,Q3777260
Q5374222,Empires,Q190585
Q5376768,Enemy,Q7727496
Q5373976,Through Fire,Q2117925
Q5376788,Enemy You,Q7131069
Q5377665,Engine,Q756320
Q5375149,Enablers,Q3338703
Q5375405,Enchantment,Q183387
Q5375405,Enchantment,Q1542119
Q5377971,England Dan & John Ford Coley,Q277626
Q5379995,Ensign,Q673104
Q5377971,England Dan & John Ford Coley,Q4906603
Q5381443,Envy on the Coast,Q3381546
Q5376694,Endwell,Q158867
Q7093343,One Way,Q287177
Q7092646,One Flew South,Q557632
Q7092758,One Inch Punch,Q3113687
Q7093215,One Sonic Society,Q5399565
Q7093227,One Star Story,Q12339705
Q7092772,One King Down,Q264980
Q7760481,The Reunion Show,Q1636558
Q7761268,The Rock and Roll Trio,Q1131870
Q7760793,The Rimshots,Q4729254
