band,bandLabel,reclabel
Q1073095,Chimaira,Q1399294
Q1072758,Children 18:3,Q2297042
Q1073095,Chimaira,Q18628
Q1072726,Child Rebel Soldier,Q1142456
Q3540315,Troop,Q202440
Q3523472,The Zeros,Q2909797
Q3523343,The Weirdos,Q2909797
Q3523343,The Weirdos,Q3701506
Q3529243,Tiny Masters of Today,Q7801576
Q3523382,The Willowz,Q2548425
Q3524725,This Century,Q843402
Q3525627,The Lost Patrol,Q1016801
Q3539042,Trick Pony,Q843402
Q3539042,Trick Pony,Q3699593
Q3539042,Trick Pony,Q64485314
Q1070260,Cherish,Q193023
Q1070260,Cherish,Q10667128
Q1070944,Chevelle,Q216364
Q1070944,Chevelle,Q7582276
Q1070743,Sister Sledge,Q585643
Q2414802,The Upsetters,Q533572
Q2417937,Ringside (band),Q3746537
Q2421537,This or the Apocalypse,Q700115
Q2415402,The W's,Q301475
Q2414957,The Voices of East Harlem,Q726251
Q2419957,Sweet 75,Q212699
Q2414732,The Treniers,Q1757254
Q2421514,This Romantic Tragedy,Q1144968
Q2416781,Themselves,Q575017
Q2420415,Boyz n da Hood,Q798658
Q2420415,Boyz n da Hood,Q4927139
Q875230,IMx,Q203059
Q869114,Girlicious,Q212699
Q869693,The Red Jumpsuit Apparatus,Q203059
Q869604,Crazy Town,Q183387
Q1090664,Vain,Q190585
Q1091146,Liars,Q240804
Q1087640,Chrome,Q126039
Q1087640,Chrome,Q1096973
Q1087640,Chrome,Q1397901
Q1089650,Drive Like Jehu,Q2566507
Q1087646,Crossbreed,Q4797479
Q1087646,Crossbreed,Q5307960
Q1089650,Drive Like Jehu,Q3506412
Q1079019,Thug Life,Q231694
Q1073468,Pinhead Gunpowder,Q430070
Q1075851,Choking Victim,Q1239845
Q1076361,Djam Karet,Q1143936
Q1079019,Thug Life,Q27184
Q3522714,The Silhouettes,Q340026
Q3522116,Osborne Brothers,Q1881437
Q3523292,The Warren Brothers,Q4120935
Q3523292,The Warren Brothers,Q4836116
Q3522784,The Soultronics,Q203059
Q3522847,The Stereos,Q5191918
Q3521898,The Misunderstood,Q729590
Q3521696,The Luchagors,Q1239845
Q3522431,The Ray-O-Vacs,Q557632
Q3522625,The Scruffs,Q1124849
Q3523007,The Three O'Clock,Q2265719
Q3523007,The Three O'Clock,Q3753713
Q3523077,The Trashwomen,Q5401868
Q2164650,Fandango,Q368194
Q2164974,The Suicide Machines,Q387539
Q2164080,Tiger Army,Q1239845
Q2166038,Ronny & The Daytonas,Q4883239
Q2166038,Ronny & The Daytonas,Q6740698
Q2160448,Rock Kills Kid,Q1399294
Q2165544,The Tubes,Q277626
Q2165679,The Surfaris,Q1251139
Q1027200,Calle 13,Q330629
Q1027200,Calle 13,Q3001888
Q1027200,Calle 13,Q7995021
Q4000192,Tuff Darts,Q165711
Q4001000,Tweaker,Q2333358
Q3569479,Witch,Q7694177
Q4002634,Udora,Q3964488
Q3993587,Tora Tora,Q277626
Q3996939,Toxic Narcotic,Q7356539
Q4000370,Tullycraft,Q18024176
Q3569655,Wolf Eyes,Q778673
Q4000198,Tuff,Q202440
Q3567785,White Rabbits,Q11895838
Q3995939,Total,Q798658
Q4000103,Tuatara,Q216364
Q1757860,The Swellers,Q1046066
Q1757838,The New Power Generation,Q21077
Q1759086,The Dells,Q772494
Q1760008,P$C,Q202440
Q1760008,P$C,Q1153338
Q1759086,The Dells,Q5016439
Q1760003,Macabre,Q158886
Q2413751,The Ravens,Q2854467
Q3126535,Hammerhead,Q474627
Q3126190,Halo of Flies,Q474627
Q2413461,Phenomenal Handclap Band,Q7852663
Q3127179,Happy Flowers,Q1626081
Q2414032,The Royal Teens,Q193023
Q2414032,The Royal Teens,Q216364
Q3127893,Harry Pussy,Q7515608
Q2413972,The Roches,Q183387
Q2413972,The Roches,Q627091
Q2413972,The Roches,Q656752
Q2413972,The Roches,Q843402
Q2413972,The Roches,Q4120935
Q1096157,Ignite,Q158867
Q1096139,Classics IV,Q1660305
Q1094427,Civet,Q1239845
Q1096664,Impellitteri,Q201607
Q1096664,Impellitteri,Q1202628
Q1093002,Circus of Power,Q202585
Q1092201,Jetboy,Q2338889
Q961210,Silkworm,Q2930498
Q959681,The Kills,Q1238400
Q960323,Bacilos,Q6132299
Q959231,Ra,Q4413456
Q958768,Rufio,Q265169
Q957718,Wheatus,Q183387
Q957718,Wheatus,Q3001888
Q2889609,Hyper Crush,Q4005789
Q2873091,Autumn's Grey Solace,Q3922861
Q2876667,SafetySuit,Q2482872
Q2873263,Avalon,Q2504576
Q2890509,Burnham,Q190585
Q2872627,Automato,Q1153070
Q2893681,Beep Beep,Q1758109
Q2886725,Basehead,Q6002943
Q2892861,Bear vs. Shark,Q264980
Q2892926,Beat Farmers,Q627091
Q2893761,Before Dark,Q202585
Q2876639,B. B. & Q. Band,Q193023
Q2874680,Awesome Color,Q3047114
Q2891826,Battle of Mice,Q3338703
Q4033106,aTelecine,Q20715639
Q4033106,aTelecine,Q61523615
Q4034017,Andrew Jackson Jihad,Q266645
Q4034017,Andrew Jackson Jihad,Q1631774
Q4033877,Amber Asylum,Q7248324
Q4033124,A Change of Pace,Q2456091
Q3289983,PureNRG,Q3743853
Q3275525,Made Out of Babies,Q3338703
Q3280147,XDEATHSTARx,Q2669433
Q3277102,Atlantic Starr,Q277626
Q3277102,Atlantic Starr,Q664167
Q3277102,Atlantic Starr,Q843402
Q3288013,Sharon Jones & The Dap-Kings,Q1165565
Q3277429,Ozma,Q537118
Q3273350,MX-80,Q190585
Q2765475,The Firm,Q389284
Q2819767,A Hill to Die Upon,Q39059838
Q2806624,1000 Homo DJs,Q2545760
Q2819915,A Storm of Light,Q3338703
Q2742980,Fifty Foot Hose,Q2026288
Q2764008,Keep the Dog,Q2701249
Q2748596,Idiot Pilot,Q645889
Q2749674,Go Betty Go,Q266645
Q2803167,The Fender IV,Q1660305
Q2793165,Pegboy,Q4047764
Q2790794,Nice & Smooth,Q5503015
Q2836382,Ali & Gipp,Q3024008
Q2745611,Mtume,Q216364
Q2740154,Khanate,Q1848896
Q2735792,Atban Klann,Q575026
Q2735905,The Honorary Title,Q5288377
Q2739596,Antipop Consortium,Q543707
Q2739596,Antipop Consortium,Q858728
Q2740597,The Procussions,Q1426154
Q2739596,Antipop Consortium,Q3524702
Q2740467,CAB,Q2286052
Q2738531,Elefant,Q6386809
Q4979866,Brutha,Q190585
Q4979866,Brutha,Q947109
Q4978664,Bruford Levin Upper Extremities,Q2308444
Q4975671,Brothers Past,Q7389161
Q4983565,Buckwheat Boyz,Q1273666
Q4979845,Brutal Juice,Q438628
Q4985665,Buffalo Bills,Q183387
Q4985665,Buffalo Bills,Q557632
Q4986825,Buke and Gase,Q4957951
Q4986457,Building 429,Q5399565
Q4975774,Brougham,Q843402
Q2253861,Pansy Division,Q438628
Q2253861,Pansy Division,Q7112858
Q2260855,Mineral,Q5182163
Q2252204,The Long Ryders,Q3753713
Q2258352,Shotgun Messiah,Q201607
Q2250099,Discordance Axis,Q2718029
Q2260365,The Black Heart Procession,Q5689600
Q2255807,The Music Machine,Q4883239
Q2255807,The Music Machine,Q7102581
Q1103237,Juggernaut,Q756320
Q859513,Big Wreck,Q3493638
Q859788,Bigwig,Q537118
Q859788,Bigwig,Q1399294
Q861190,The 13th Floor Elevators,Q6048241
Q860153,Bikini Kill,Q1741329
Q1103063,Club Nouveau,Q843402
Q1404339,Teenage Jesus and the Jerks,Q3100754
Q1406448,Wavves,Q815776
Q1406448,Wavves,Q843402
Q1406448,Wavves,Q1397914
Q1405678,Steel Prophet,Q158886
Q2267644,Rock Star Supernova,Q216364
Q2267196,The Sheila Divine,Q4788909
Q2267196,The Sheila Divine,Q5092264
Q2267667,Jacobs Dream,Q756320
Q2262013,Home Grown,Q6541013
Q2268060,The X-Ecutioners,Q183387
Q2262415,Seatrain,Q193023
Q2262415,Seatrain,Q277626
Q2262415,Seatrain,Q843402
Q2269118,Primer 55,Q190585
Q2427177,Submersed,Q1473565
Q2437348,Pacific Gas & Electric,Q183387
Q2437348,Pacific Gas & Electric,Q1739034
Q2437348,Pacific Gas & Electric,Q3716272
Q2719793,Brecker Brothers,Q664167
Q2429576,Thriving Ivory,Q1473565
Q2435708,Tinfed,Q387539
Q2433258,Tiles,Q702361
Q3240862,Lilium,Q786296
Q3259011,Long Beach Shortbus,Q7537030
Q3267054,Paradiso Girls,Q231694
Q3237278,Lewd Acts,Q4037112
Q2906123,Blank Dogs,Q5037096
Q3265014,The Apes,Q2068991
Q3242293,Liquid Liquid,Q4646308
Q3266912,The Brian Setzer Orchestra,Q231694
Q3268923,Bowerbirds,Q5245342
Q3243545,Archers of Loaf,Q4725604
Q3264367,Low Skies,Q5457215
Q3267298,Lumerians,Q6422640
Q1382403,Evildead,Q694052
Q1383125,The Wagoneers,Q277626
Q1383976,Exmortus,Q2001931
Q1384772,Exposé,Q20502
Q1383759,Exhorder,Q18628
Q1383058,The Cascades,Q843402
Q1383058,The Cascades,Q7911643
Q1384772,Exposé,Q664167
Q1381646,The Bad Plus,Q38903
Q1379147,Sweet Smoke,Q1324712
Q1381829,Even Dozen Jug Band,Q726251
Q1382101,Streetlight Manifesto,Q1636558
Q1382240,Every Time I Die,Q675208
Q1382240,Every Time I Die,Q726153
Q1381972,Everclear,Q4038001
Q1412030,Tortoise,Q448723
Q1411035,Screaming Trees,Q216364
Q1411035,Screaming Trees,Q639182
Q1411035,Screaming Trees,Q778673
Q1411877,Fight Fair,Q2837175
Q1411221,Only Crime,Q605388
Q1411221,Only Crime,Q2154708
Q1756608,Phantom Planet,Q216364
Q1756608,Phantom Planet,Q304509
Q1756608,Phantom Planet,Q1046066
Q2272135,Nine Inch Nails live performances,Q3042946
Q2274674,Set Your Goals,Q726153
Q2274674,Set Your Goals,Q3734513
Q1756214,The Aquabats,Q1399294
Q1756214,The Aquabats,Q7714105
Q862223,Hüsker Dü,Q438628
Q862223,Hüsker Dü,Q639182
Q862223,Hüsker Dü,Q843402
Q862223,Hüsker Dü,Q3875178
Q1101680,The Scream,Q387539
Q1098826,Circle of Dead Children,Q838544
Q1098826,Circle of Dead Children,Q964438
Q1102074,Devics,Q815776
Q1097322,Morgion,Q657558
Q1097322,Morgion,Q8000759
Q1101827,Clit 45,Q797236
Q1102645,Cloud Nothings,Q5045602
Q3141065,Hot 8 Brass Band,Q3541062
Q3141441,Hovercraft,Q2906225
Q3136375,Hiroshima,Q216364
Q3136375,Hiroshima,Q664167
Q3142165,Ivy,Q202440
Q3142165,Ivy,Q7445624
Q3135380,High Places,Q448723
Q3133992,Here We Go Magic,Q1759608
Q3136462,His Name Is Alive,Q238095
Q3141627,Howler,Q385558
Q1091401,Sweetbox,Q21077
Q1091146,Liars,Q2906225
Q1091146,Liars,Q4788909
Q1091146,Liars,Q5552350
Q1091401,Sweetbox,Q732503
Q1091401,Sweetbox,Q1988428
Q1091401,Sweetbox,Q56826329
Q4993220,Chester French,Q3109712
Q4997798,Bunky and Jake,Q165745
Q4998190,Burch Sisters,Q4043197
Q4996815,Bullet Treatment,Q605388
Q4991503,Kyuss,Q2289028
Q4991503,Kyuss,Q5069751
Q4996801,Bullet LaVolta,Q1758003
Q4996417,Bulimia Banquet,Q5459731
Q4975547,Brother Reade,Q750315
Q4974817,Brooklyn Dreams,Q1046707
Q4975487,Brother Clyde,Q2104471
Q4975485,Brother Cane,Q203059
Q1761222,The Miracles,Q183387
Q1761222,The Miracles,Q772494
Q1761222,The Miracles,Q5375804
Q1760014,Ohio Express,Q304971
Q1760014,Ohio Express,Q2540765
Q1760555,Gary Lewis & the Playboys,Q1392321
Q1760137,Sparta,Q3629023
Q863090,Lipps Inc.,Q1046707
Q866207,The Neptunes,Q3109712
Q863573,The Lonely Island,Q1025106
Q864991,Metro Station,Q183387
Q4035424,Brit & Alex,Q231694
Q4035392,Brazzaville,Q4430445
Q4035019,Beneath the Sky,Q1636558
Q4036043,Channel 3,Q3909384
Q4034022,Anew Revolution,Q1273666
Q4035158,Black Lab,Q212699
Q4034616,Autoclave,Q1228431
Q4035991,Cerebral Ballzy,Q4053148
Q1761483,The Grass Roots,Q287177
Q1761622,The Greg Kihn Band,Q218481
Q1761483,The Grass Roots,Q2338889
Q1761483,The Grass Roots,Q3716272
Q1761483,The Grass Roots,Q5767810
Q3399826,Poster Children,Q645889
Q3399826,Poster Children,Q1139341
Q3129066,Heartsdales,Q790686
Q3129066,Heartsdales,Q1154245
Q3129066,Heartsdales,Q1988428
Q3129066,Heartsdales,Q3266796
Q3128028,Harvey Danger,Q1741329
Q3128028,Harvey Danger,Q4788909
Q3392180,Pleasure,Q1308364
Q3393325,Point Blank,Q664167
Q3393325,Point Blank,Q2338889
Q3392040,The Godz,Q1275949
Q3391574,Starchildren,Q2283665
Q3391213,The Mercury Program,Q746540
Q3391473,Plankeye,Q2297042
Q1763909,Koufax,Q669127
Q1773276,Labradford,Q1144907
Q1773276,Labradford,Q2906225
Q1766556,Starcastle,Q216364
Q1771216,3LW,Q216364
Q1774590,Vinnie Vincent Invasion,Q1088453
Q1765940,Happy the Man,Q664167
Q1768834,Ready for the World,Q2338889
Q1773603,Codeine,Q786296
Q3561554,Vivian Girls,Q996818
Q3560061,DIIV,Q5037096
Q3551908,Unlimited Touch,Q3277650
Q3553544,Valencia,Q183387
Q3541140,Trumans Water,Q1626081
Q3541140,Trumans Water,Q1772450
Q3541140,Trumans Water,Q21593048
Q3566950,Weapon of Choice,Q6676018
Q3552722,Ut,Q2906225
Q3566451,Warship,Q669127
Q3547111,U.S. Maple,Q1254522
Q3547111,U.S. Maple,Q3486287
Q3562739,Volcano Suns,Q639182
Q1407424,The Jimi Hendrix Experience,Q155152
Q1407424,The Jimi Hendrix Experience,Q645889
Q1407424,The Jimi Hendrix Experience,Q2142601
Q1407424,The Jimi Hendrix Experience,Q2338889
Q1407424,The Jimi Hendrix Experience,Q2535085
Q1410259,Funkdoobiest,Q216364
Q1410259,Funkdoobiest,Q2456091
Q1410115,Dead to Fall,Q1636558
Q4042814,Let's Go Bowling,Q1631774
Q4042698,Left Lane Cruiser,Q2837248
Q4042301,Kommunity FK,Q1397901
Q4043187,Lorene Drive,Q3835952
Q4041822,JEFF the Brotherhood,Q2079912
Q4043231,Lower Dens,Q5574390
Q4041937,Jupiter One,Q5170023
Q4041660,It Prevails,Q1390427
Q1399598,Jurassic 5,Q2283665
Q1401022,Steeler,Q1406986
Q1397782,Faster Pussycat,Q726251
Q1398604,The Gun Club,Q126039
Q1398466,Faun Fables,Q1254522
Q1398604,The Gun Club,Q2265719
Q1398604,The Gun Club,Q3942184
Q3187912,Jucifer,Q438628
Q3187912,Jucifer,Q657558
Q3187912,Jucifer,Q1984458
Q3176343,The Joe Perry Project,Q183387
Q3151372,Inner Life,Q2327062
Q3174727,Pigface,Q6061215
Q3150631,Industry,Q193023
Q3147622,Icepick,Q7617235
Q3178123,Tommy Tutone,Q183387
Q3147881,Idle Warship,Q2905590
Q3421788,Rebirth Brass Band,Q653349
Q3424310,Relentless7,Q203059
Q3443769,Restless Heart,Q1273666
Q3443769,Restless Heart,Q7276057
Q3417041,Radish,Q165745
Q3414359,Qui,Q993066
Q3432082,Runner Runner,Q193023
Q3410125,Psychopathic Rydas,Q11727613
Q3408785,The Esquires,Q193023
Q3408785,The Esquires,Q4779433
Q3416067,Rachel's,Q1853623
Q1253330,Huntress,Q693194
Q1255109,Dragonlord,Q2533251
Q1253815,Dr. Acula,Q1636558
Q1253851,Dr. Dog,Q7138178
Q1255792,Mountain,Q190585
Q1253165,Down by Law,Q726153
Q1253165,Down by Law,Q5204452
Q1251843,Mae,Q193023
Q1251843,Mae,Q2297042
Q1401587,Obey the Brave,Q726153
Q1402096,U.S. Bombs,Q28228562
Q1403032,Heatmiser,Q2943360
Q3315004,Mini Mansions,Q193023
Q3314782,Mindflayer,Q529061
Q3327590,Mule,Q1853623
Q3319670,Molotov Solution,Q756320
Q3329272,BeBe & CeCe Winans,Q2504576
Q3309934,Sweet Baby,Q3942184
Q3323187,Monty Are I,Q190585
Q3326965,Moving Units,Q3361558
Q3309104,Dead Milkmen,Q3933535
Q1780451,Tavares,Q193023
Q1783981,Negative Approach,Q1853623
Q1779877,Sasquatch,Q7542915
Q1778473,Mêlée,Q843402
Q1778473,Mêlée,Q64485314
Q1784022,Passion Pit,Q183387
Q1784022,Passion Pit,Q2068991
Q1779066,The West Coast Pop Art Experimental Band,Q28455982
Q1780237,The Secret Machines,Q645889
Q1781779,The Gutter Twins,Q778673
Q3520438,Cows,Q474627
Q3520438,Cows,Q7074360
Q2907236,Blue Sky Black Death,Q797894
Q2907321,Blues Image,Q585643
Q2907000,Bloodstone,Q557632
Q2908024,Bobby and the Midnites,Q183387
Q2908024,Bobby and the Midnites,Q664167
Q2910458,Book of Love,Q165711
Q3520381,The Confession,Q843402
Q3520083,The Boys,Q43327
Q3520053,The Bongos,Q202585
Q1413494,The Sugarhill Gang,Q3503043
Q1412298,Helmet,Q474627
Q1412298,Helmet,Q523563
Q1412964,Saetia,Q595607
Q2901172,The Butchies,Q1951424
Q2905356,Black Diamond Heavies,Q2837248
Q2905411,Black Lips,Q2909797
Q2895303,Glis,Q1173653
Q2895303,Glis,Q4647091
Q2903232,Overcast,Q756320
Q2899959,Best Fwends,Q784001
Q2894589,Bell Biv DeVoe,Q2338889
Q2902100,Big & Rich,Q843402
Q2902163,Big Boys,Q1123266
Q4037332,Diesel Boy,Q5893261
Q4037073,Day of Fire,Q7299616
Q4037070,Dawn of Ashes,Q756320
Q4037102,Deadeye Dick,Q1656371
Q4036698,Crosses,Q2117925
Q4037050,Das Racist,Q5601700
Q4037236,Desaparecidos,Q1758109
Q4037180,Delta Spirit,Q2164531
Q3361656,Paloalto,Q466649
Q3329746,Cul de Sac,Q2279713
Q3329746,Cul de Sac,Q3074625
Q3365339,Stillwater,Q1984458
Q3335999,Nappy Roots,Q202440
Q3368147,Weinland,Q4841021
Q3342475,No Trigger,Q3877531
Q3359034,Oxbow,Q2718029
Q3331155,My Dad Is Dead,Q7430573
Q3366152,Monsters of Folk,Q385558
Q3339052,New York Contemporary Five,Q729590
Q3373180,Paw,Q277626
Q4036392,Cold Cave,Q4037112
Q4036392,Cold Cave,Q20715639
Q1803955,The Insyderz,Q7582276
Q1807574,Psyclon Nine,Q2333358
Q1807574,Psyclon Nine,Q4439915
Q1803842,Minus the Bear,Q4788909
Q1803842,Minus the Bear,Q5216047
Q1803395,School of Fish,Q193023
Q1801348,"Lambert, Hendricks & Ross",Q1465812
Q1807586,Polvo,Q1921640
Q1806264,The Flying Luttenbachers,Q3486287
Q1806970,Latin Playboys,Q2606741
Q4040840,Hungry Lucy,Q1173653
Q4037708,Duster,Q7897996
Q4040463,Hazel,Q778673
Q4040718,Holy Ghost!,Q1153070
Q4040370,Halo Friendlies,Q2297042
Q4037887,Eastmountainsouth,Q1899781
Q4040783,Hotwire,Q202585
Q4880448,Beggars & Thieves,Q202440
Q4879261,Bedhead,Q5280278
Q4885083,Beme Seed,Q2906225
Q4887180,Beneath Oblivion,Q7752821
Q4880256,Before Braille,Q3503967
Q4881638,Bekka & Billy,Q4733859
Q4879451,Bedtime for Toys,Q7835713
Q4887042,Bender,Q2283665
Q4884596,Beloved,Q305378
Q4879764,Beefeater,Q1228431
Q4881320,Being as an Ocean,Q264980
Q4883302,Bell and James,Q277626
Q4883503,Bellarive,Q2504576
Q1385787,Eyes Set to Kill,Q158867
Q1385787,Eyes Set to Kill,Q1273666
Q1388152,FFH,Q5399565
Q1385144,Extra Life,Q3257577
Q1389109,The Beatnuts,Q1113541
Q1386995,The Chiffons,Q1503180
Q1390974,Face to Face,Q605388
Q1390974,Face to Face,Q669127
Q1417587,The Afghan Whigs,Q183387
Q1416624,The Teen Idles,Q1228431
Q1414349,the Avengers,Q3701506
Q1417587,The Afghan Whigs,Q726251
Q1417587,The Afghan Whigs,Q778673
Q1417587,The Afghan Whigs,Q2906225
Q1415417,Filo & Peri,Q883485
Q1416545,"West, Bruce and Laing",Q183387
Q1416545,"West, Bruce and Laing",Q8024152
Q4999814,Burning Airlines,Q546258
Q5002984,Butterglory,Q1921640
Q5002953,Butterfly Train,Q7897996
Q4998793,Burial Chamber Trio,Q1848896
Q5003858,By the End of Tonight,Q1327710
Q5003899,By the Tree,Q3743853
Q4999794,Burnin' Daylight,Q3699593
Q5001326,Buselli–Wallarab Jazz Orchestra,Q2801595
Q4999102,Burlap to Cashmere,Q5399565
Q5015622,Cable,Q5288377
Q4999880,Burning Sensations,Q193023
Q5003757,By All Means,Q190585
Q5005902,C-Note,Q216364
Q5003757,By All Means,Q4639153
Q4998263,Burden Brothers,Q934018
Q1418100,Osker,Q726153
Q1418521,State of Alert,Q1228431
Q1418797,Fire Party,Q1228431
Q1418857,Fireball Ministry,Q158886
Q1417601,Jon Spencer Blues Explosion,Q1327994
Q1418857,Fireball Ministry,Q1397901
Q1418857,Fireball Ministry,Q3833296
Q1418857,Fireball Ministry,Q7542915
Q3517940,Ten City,Q183387
Q3517940,Ten City,Q202440
Q3519861,The Bags,Q3701506
Q3520034,Bill Monroe & His Blue Grass Boys,Q557632
Q3515541,Tar,Q474627
Q3515541,Tar,Q1853623
Q3519860,The Balfa Brothers,Q2164531
Q3511062,Van Zant,Q183387
Q3511062,Van Zant,Q212699
Q3519401,Legendary Shack Shakers,Q885233
Q3519401,Legendary Shack Shakers,Q8052513
Q1788282,The Spill Canvas,Q645889
Q1789258,Om,Q1254522
Q1791385,108,Q264980
Q1791385,108,Q4037112
Q1786574,Rose Royce,Q7996461
Q1795082,Kylesa,Q2001931
Q1786798,Toxik,Q18628
Q1796732,The Five Satins,Q5191918
Q2294322,The Modern Lovers,Q218481
Q1824701,Light This City,Q2001931
Q2293798,Orange 9mm,Q202440
Q2294034,Sleeping People,Q1327710
Q2294069,Sleepytime Trio,Q746540
Q2294036,Sleeping at Last,Q231694
Q2294104,Sleepytime Gorilla Museum,Q3566989
Q4004606,Underminded,Q537118
Q4009862,Verbena,Q193023
Q4008452,Vampire Rodents,Q5447497
Q4027136,7 Horns 7 Eyes,Q158867
Q4027136,7 Horns 7 Eyes,Q4027098
Q4006072,Unruly Child,Q1470264
Q4017713,Wakefield,Q664167
Q4024199,Zephyr,Q287177
Q4017719,Waking Ashland,Q2456091
Q4024236,Zero Boys,Q1759608
Q4024854,ZOX,Q266645
Q4003181,Ultimate Spinach,Q1881437
Q1757622,New Radicals,Q304509
Q1757786,The Get Up Kids,Q669127
Q1757786,The Get Up Kids,Q5288377
Q1757318,The Rascals,Q202440
Q1757665,Texas Is the Reason,Q1759336
Q1757556,Wall of Voodoo,Q2265719
Q4876923,Beat Circus,Q1143936
Q4877981,Beaver & Krause,Q843402
Q4877981,Beaver & Krause,Q1849138
Q4875230,Bazooka,Q639182
Q4877890,Beauty Pill,Q1228431
Q5016235,Cadallaca,Q1741329
Q5016459,Cadia,Q3743853
Q4875894,Beachwood Sparks,Q778673
Q4877806,Beautiful Skin,Q3110013
Q4877787,Beautiful Pea Green Boat,Q18163437
Q4877094,Beatnik Termites,Q6042038
Q5016472,Cadillac Don & J-Money,Q1998195
Q4877283,Beats Antique,Q2012126
Q4875710,Beach Fossils,Q5037096
Q2200532,Atlanta Rhythm Section,Q155152
Q2177991,Diddy – Dirty Money,Q231694
Q2177991,Diddy – Dirty Money,Q798658
Q2217409,Abdullah,Q6823417
Q2226363,Saturday Looks Good to Me,Q3080929
Q2242944,These Are Powers,Q5245342
Q2207680,Curlew,Q1143936
Q2186892,Orleans,Q287177
Q2171699,Ruby & the Romantics,Q277626
Q2209583,The Soul Children,Q1546001
Q3486668,Slightly Stoopid,Q7537030
Q3493751,Sponge,Q330629
Q3493686,Splendora,Q1273666
Q3487259,So They Say,Q1399294
Q3486797,Sludgeworth,Q430070
Q3493699,Platinum Weird,Q231694
Q3490715,Sons of the Desert,Q216364
Q3487015,Con Funk Shun,Q165745
Q3486681,Slim Cessna's Auto Club,Q438628
Q3486681,Slim Cessna's Auto Club,Q786296
Q3487029,Smoke or Fire,Q605388
Q3487315,Yo Majesty,Q1238400
Q3491609,Soul Diggaz,Q679551
Q2961731,Chavez,Q1327994
Q3015104,Neptune,Q5472680
Q2983671,Radio 4,Q1200368
Q3002661,Crimpshrine,Q430070
Q3003724,Crooked X,Q183412
Q3002350,Craw,Q2718029
Q2973327,Circle X,Q1327994
Q2982240,Dum Dum Girls,Q778673
Q2989125,Kevorkian Death Cycle,Q2333358
Q2961950,Cheer-Accident,Q1143936
Q2961950,Cheer-Accident,Q1973164
Q2986540,Neon Indian,Q5429214
Q3219800,Lavender Diamond,Q1327994
Q3199694,Krieg,Q852900
Q3206157,LSG,Q2576206
Q3197100,Kings of Rhythm,Q898618
Q3217068,Landmine Marathon,Q2001931
Q3197776,Kleeer,Q202440
Q3218605,Laughing Hyenas,Q1853623
Q3233388,Les Irrésistibles,Q330629
Q3231592,Colonel Les Claypool's Fearless Flying Frog Brigade,Q7238912
Q3229021,Left Alone,Q1239845
Q1785354,MDC,Q2835318
Q1785023,The Agony Scene,Q158867
Q1785023,The Agony Scene,Q305378
Q1784810,The Teddy Bears,Q1347948
Q1784810,The Teddy Bears,Q1660305
Q1786394,Krallice,Q7248324
Q1785023,The Agony Scene,Q18628
Q1808045,Superchick,Q183387
Q1810439,Local H,Q190585
Q1809019,Winds of Plague,Q158867
Q1809019,Winds of Plague,Q1273666
Q1807708,Youth Brigade,Q797236
Q1811870,Phantom Blue,Q1406986
Q1810769,Leathermouth,Q726153
Q1811825,One Day as a Lion,Q295794
Q3930946,Reach the Sky,Q1636558
Q3930946,Reach the Sky,Q4037112
Q3930704,Razed in Black,Q1397901
Q3929652,Dance House Children,Q4927451
Q3928454,Ra Ra Riot,Q809177
Q3928454,Ra Ra Riot,Q1191537
Q3911383,Pride of Lions,Q1470264
Q3931406,Red Aunts,Q726153
Q3926181,Q5,Q700359
Q3926181,Q5,Q1470264
Q3926181,Q5,Q1808682
Q1243519,Dopplereffekt,Q543707
Q1250236,The Raelettes,Q7682911
Q1420833,New Riders of the Purple Sage,Q183387
Q1420833,New Riders of the Purple Sage,Q277626
Q1243718,Queens of the Stone Age,Q1327994
Q1241507,The Flamingos,Q2955959
Q1280511,The Tymes,Q821802
Q1280511,The Tymes,Q2540765
Q1280810,Echoes of Eternity,Q158886
Q1283636,Eden's Crush,Q6669740
Q1282844,Mandrill,Q155152
Q1280360,The Juliana Theory,Q2297042
Q1277599,Earth,Q778673
Q1277599,Earth,Q2906225
Q1126407,Seventh Day Slumber,Q4835417
Q1127486,Nasty Savage,Q756320
Q1127431,Green River,Q1626081
Q1127431,Green River,Q2930498
Q1127361,Mind Funk,Q216364
Q1127606,Conspiracy,Q373246
Q3815907,Knapsack,Q5580090
Q3816374,Tennis,Q1397914
Q3832439,Lilys,Q7542310
Q3840698,Lungfish,Q1228431
Q3832108,Liege Lord,Q756320
Q3844211,Man Is the Bastard,Q5598069
Q3835997,Lock Up,Q212699
Q3832530,Limp,Q5893261
Q3847010,Marginal Man,Q1228431
Q3815664,Kiss Kiss,Q4811507
Q3855095,Mercy Killers,Q1239845
